programa,orgao,finialidade_programa,produto,finialidade_produto,indicador_produto,acao,value_indicador_produto
4109 - FOMENTO A ATIVIDADE ESPORTIVA E DE LAZER,41000 - SECRETARIA DE ESPORTES,FINALÍSTICO,PRODUTO: INICIAÇÃO E TREINAMENTO ESPORTIVO EM DIVERSAS MODALIDADES,FINALÍSTICO,CENTRO DE TREINAMENTO (UNIDADE),5116 - CENTRO DE  INICIAÇÃO E TREINAMENTO ESPORTIVO,75.0
4109 - FOMENTO A ATIVIDADE ESPORTIVA E DE LAZER,41000 - SECRETARIA DE ESPORTES,FINALÍSTICO,PRODUTO: PARTICIPAÇÃO DE PESSOAS EM EVENTOS DE LAZER,FINALÍSTICO,CARTÃO VIDATIVA (UNIDADE),5124 - PARTICIPAÇÃO DE PESSOAS EM EVENTOS DE LAZER,3472.0
4109 - FOMENTO A ATIVIDADE ESPORTIVA E DE LAZER,41000 - SECRETARIA DE ESPORTES,FINALÍSTICO,PRODUTO: PARTICIPAÇÃO DE PESSOAS EM EVENTOS DE LAZER,FINALÍSTICO,EVENTOS DE EXTRA-CALENDÁRIO APOIADOS PELA SECRETARIA DE ESPORTES (UNIDADE),5124 - PARTICIPAÇÃO DE PESSOAS EM EVENTOS DE LAZER,5.0
4109 - FOMENTO A ATIVIDADE ESPORTIVA E DE LAZER,41000 - SECRETARIA DE ESPORTES,FINALÍSTICO,PRODUTO: CONCESSÃO DE BOLSAS TALENTO ESPORTIVO,FINALÍSTICO,ATLETAS BENEFICIADOS COM CONCESSÃO DA BOLSA TALENTO ESPORTIVO (UNIDADE),6028 - ATLETAS BENEFICIADOS COM BOLSA TALENTO ESPORTIVO,400.0
4109 - FOMENTO A ATIVIDADE ESPORTIVA E DE LAZER,41000 - SECRETARIA DE ESPORTES,FINALÍSTICO,PRODUTO: CONCESSÃO DE BOLSAS TALENTO ESPORTIVO,FINALÍSTICO,PERCENTUAL DE EFICÁCIA NA CONCESSÃO DO BOLSA TALENTO ESPORTIVO (%),6028 - ATLETAS BENEFICIADOS COM BOLSA TALENTO ESPORTIVO,100.0
4110 - FORTALECIMENTO DA TEMÁTICA DA JUVENTUDE,29000 - SECRETARIA DE DESENVOLVIMENTO REGIONAL,FINALÍSTICO,PRODUTO: APOIO A EVENTOS DE CONSCIENTIZAÇÃO E ENGAJAMENTO DO PÚBLICO DE 15 A 29 ANOS,FINALÍSTICO,JOVENS EMPREENDEDORES QUE RECEBERAM CERTIFICADOS (UNIDADE),5868 - APOIO A EVENTOS DE CONSCIENTIZAÇÃO E ENGAJAMENTO DO PÚBLICO DE 15 A 29 ANOS,1100.0
4110 - FORTALECIMENTO DA TEMÁTICA DA JUVENTUDE,29000 - SECRETARIA DE DESENVOLVIMENTO REGIONAL,FINALÍSTICO,PRODUTO: APOIO A EVENTOS DE CONSCIENTIZAÇÃO E ENGAJAMENTO DO PÚBLICO DE 15 A 29 ANOS,FINALÍSTICO,JOVENS INSCRITOS PARA PARTICIPAR EM AÇÕES VOLUNTARIAS (UNIDADE),5868 - APOIO A EVENTOS DE CONSCIENTIZAÇÃO E ENGAJAMENTO DO PÚBLICO DE 15 A 29 ANOS,5500.0
4110 - FORTALECIMENTO DA TEMÁTICA DA JUVENTUDE,29000 - SECRETARIA DE DESENVOLVIMENTO REGIONAL,FINALÍSTICO,PRODUTO: ENCONTROS PRESENCIAIS PARA DISCUSSÃO DE POLÍTICAS PARA A JUVENTUDE,FINALÍSTICO,CONSELHOS MUNICIPAIS CRIADOS (UNIDADE),6368 - ENCONTROS PARA DISCUSSÃO DE POLITICAS PARA JUVENTUDE,8.0
4110 - FORTALECIMENTO DA TEMÁTICA DA JUVENTUDE,29000 - SECRETARIA DE DESENVOLVIMENTO REGIONAL,FINALÍSTICO,PRODUTO: ENCONTROS PRESENCIAIS PARA DISCUSSÃO DE POLÍTICAS PARA A JUVENTUDE,FINALÍSTICO,NÚMERO DE ENCONTROS PRESENCIAIS PARA A DISCUSSÃO DE POLÍTICAS PARA A JUVENTUDE (UNIDADE),6368 - ENCONTROS PARA DISCUSSÃO DE POLITICAS PARA JUVENTUDE,2.0
4111 - INCENTIVO A INFRAESTRUTURA ESPORTIVA,41000 - SECRETARIA DE ESPORTES,FINALÍSTICO,PRODUTO: REFORMAS E OBRAS REALIZADAS NOS EQUIPAMENTOS ESPORTIVOS PRÓPRIOS DA SECRETARIA,FINALÍSTICO,NÚMERO  DE CONTRATOS FIRMADOS (UNIDADE),6321 - REFORMAS E/OU OBRAS REALIZADAS PELA SECRETARIA,8.0
4111 - INCENTIVO A INFRAESTRUTURA ESPORTIVA,41000 - SECRETARIA DE ESPORTES,FINALÍSTICO,PRODUTO: REFORMAS E OBRAS REALIZADAS NOS EQUIPAMENTOS ESPORTIVOS PRÓPRIOS DA SECRETARIA,FINALÍSTICO,REFORMA E OBRAS REALIZADAS (UNIDADE),6321 - REFORMAS E/OU OBRAS REALIZADAS PELA SECRETARIA,7.0
4111 - INCENTIVO A INFRAESTRUTURA ESPORTIVA,41000 - SECRETARIA DE ESPORTES,FINALÍSTICO,PRODUTO: APOIO AOS MUNICÍPIOS NA REALIZAÇÃO DE OBRAS OU REFORMAS,FINALÍSTICO,NUMERO DE CONVÊNIOS FIRMADOS (UNIDADE),1040 - APOIO AOS MUNICÍPIOS PARA REALIZAÇÃO DE OBRAS EM EQUIPAMENTOS ESPORTIVOS,126.0
4111 - INCENTIVO A INFRAESTRUTURA ESPORTIVA,41000 - SECRETARIA DE ESPORTES,FINALÍSTICO,PRODUTO: APOIO AOS MUNICÍPIOS NA REALIZAÇÃO DE OBRAS OU REFORMAS,FINALÍSTICO,NUMERO DE OBRAS DESCRITAS NOS CONTRATOS (UNIDADE),1040 - APOIO AOS MUNICÍPIOS PARA REALIZAÇÃO DE OBRAS EM EQUIPAMENTOS ESPORTIVOS,129.0
4111 - INCENTIVO A INFRAESTRUTURA ESPORTIVA,41000 - SECRETARIA DE ESPORTES,FINALÍSTICO,PRODUTO: KITS DE ACADEMIA AO AR LIVRE DISTRIBUÍDOS,FINALÍSTICO,KITS DE ACADEMIA AO AR LIVRE (UNIDADE),4072 - DISTRIBUIÇÃO DE KITS DE ACADEMIA AO AR LIVRE,91.0
4111 - INCENTIVO A INFRAESTRUTURA ESPORTIVA,41000 - SECRETARIA DE ESPORTES,FINALÍSTICO,PRODUTO: KITS DE ACADEMIA AO AR LIVRE DISTRIBUÍDOS,FINALÍSTICO,MUNICÍPIOS CONTEMPLADOS COM OS KITS DE ACADEMIA AO AR LIVRE (%),4072 - DISTRIBUIÇÃO DE KITS DE ACADEMIA AO AR LIVRE,25.0
4111 - INCENTIVO A INFRAESTRUTURA ESPORTIVA,41000 - SECRETARIA DE ESPORTES,FINALÍSTICO,PRODUTO: MATERIAIS ESPORTIVOS DISTRIBUÍDOS,FINALÍSTICO,MUNICIPIOS CONTEMPLADOS (%),6322 - DISTRIBUIÇÃO DE MATERIAIS ESPORTIVOS,31.0
4111 - INCENTIVO A INFRAESTRUTURA ESPORTIVA,41000 - SECRETARIA DE ESPORTES,FINALÍSTICO,PRODUTO: MATERIAIS ESPORTIVOS DISTRIBUÍDOS,FINALÍSTICO,NUMERO DE MATERIAIS ESPORTIVOS  DISTRIBUIDOS (UNIDADE),6322 - DISTRIBUIÇÃO DE MATERIAIS ESPORTIVOS,18816.0
4700 - SÃO PAULO + INCLUSÃO,47000 - SEC. DOS DIREITOS DA PESSOA COM DEFICIÊNCIA,FINALÍSTICO,PRODUTO: BOLSA ATLETA: TIME SÃO PAULO PARAOLÍMPICO(TIME SP PARAOLÍMPICO),FINALÍSTICO,NÚMERO DE MEDALHAS OBTIDAS NAS COMPETIÇÕES PELOS ATLETAS DO TIME SP (UNIDADE),6252 - FOMENTO DE ATIVIDADES PARADESPORTIVAS DE ALTO RENDIMENTO,30.0
4700 - SÃO PAULO + INCLUSÃO,47000 - SEC. DOS DIREITOS DA PESSOA COM DEFICIÊNCIA,FINALÍSTICO,PRODUTO: BOLSA ATLETA: TIME SÃO PAULO PARAOLÍMPICO(TIME SP PARAOLÍMPICO),FINALÍSTICO,"PERCENTUAL DE ATLETAS DO TIME SP MEDALHISTAS (OURO, PRATA E BRONZE) EM TODAS AS COMPETIÇÕES (%)",6252 - FOMENTO DE ATIVIDADES PARADESPORTIVAS DE ALTO RENDIMENTO,90.0
4700 - SÃO PAULO + INCLUSÃO,47000 - SEC. DOS DIREITOS DA PESSOA COM DEFICIÊNCIA,FINALÍSTICO,PRODUTO: GESTÃO DO CENTRO DE TREINAMENTO PARAOLÍMPICO BRASILEIRO - CTPB,FINALÍSTICO,"NÚMERO DE ATLETAS ""ESTUDADOS E""ANALISADOS"" NOS LABORATÓRIOS DO CENTRO PARA ACOMPANHAMENTO DO DESENVOLVIMENTODO ATLETA (UNIDADE)",6253 - GESTÃO DO CENTRO DE TREINAMENTO PARAOLÍMPICO BRASILEIRO,30.0
4700 - SÃO PAULO + INCLUSÃO,47000 - SEC. DOS DIREITOS DA PESSOA COM DEFICIÊNCIA,FINALÍSTICO,PRODUTO: GESTÃO DO CENTRO DE TREINAMENTO PARAOLÍMPICO BRASILEIRO - CTPB,FINALÍSTICO,NÚMERO DE ATLETAS PARTICIPANTES DOS TREINAMENTOS (UNIDADE),6253 - GESTÃO DO CENTRO DE TREINAMENTO PARAOLÍMPICO BRASILEIRO,7600.0
4700 - SÃO PAULO + INCLUSÃO,47000 - SEC. DOS DIREITOS DA PESSOA COM DEFICIÊNCIA,FINALÍSTICO,PRODUTO: PROMOÇÃO AO EXERCÍCIO DA CIDADANIA ÀS PESSOAS COM DEFICIÊNCIA E SEUS FAMILIARES,FINALÍSTICO,NÚMERO DE ATENDIMENTOS REALIZADOS ÀS PESSOAS COM DEFICIÊNCIA E FAMILIARES (UNIDADE),6249 - PROMOÇÃO DOS DIREITOS DIFUSOS DA PESSOA COM DEFICIÊNCIA,15000.0
4700 - SÃO PAULO + INCLUSÃO,47000 - SEC. DOS DIREITOS DA PESSOA COM DEFICIÊNCIA,FINALÍSTICO,PRODUTO: MUSEU MEMORIAL DA INCLUSÃO,FINALÍSTICO,NÚMERO DE VISITANTES ÁS EXPOSIÇÕES (UNIDADE),6352 - DIVULGAÇÃO DO ACERVO HISTÓRICO E CULTURAL DOS DIREITOS DA PESSOA COM DEFICIÊNCIA,14000.0
4700 - SÃO PAULO + INCLUSÃO,47000 - SEC. DOS DIREITOS DA PESSOA COM DEFICIÊNCIA,FINALÍSTICO,PRODUTO: PARCERIAS QUE PROMOVAM + INCLUSÃO E QUALIDADE DE VIDA ÀS  PESSOA COM DEFICIÊNCIA,FINALÍSTICO,NÚMERO DE MUNICÍPIOS ATENDIDOS COM EQUIPAMENTOS ADAPTADOS E/OU SERVIÇOS DE ACESSIBILIDADE (UNIDADE),5963 - FORMULAÇÃO E IMPLEMENTAÇÃO DE PROGRAMAS E PROJETOS PARA A PESSOA COM DEFICIÊNCIA,161.0
4700 - SÃO PAULO + INCLUSÃO,47000 - SEC. DOS DIREITOS DA PESSOA COM DEFICIÊNCIA,FINALÍSTICO,PRODUTO: PARCERIAS QUE PROMOVAM + INCLUSÃO E QUALIDADE DE VIDA ÀS  PESSOA COM DEFICIÊNCIA,FINALÍSTICO,NÚMERO DE PESSOAS COM DEFICIÊNCIA BENEFICIADAS NO ESTADO (UNIDADE),5963 - FORMULAÇÃO E IMPLEMENTAÇÃO DE PROGRAMAS E PROJETOS PARA A PESSOA COM DEFICIÊNCIA,25000.0
5002 - ESTRUTURAÇÃO E PROMOÇÃO TURÍSTICA DO ESTADO DE SÃO PAULO,50000 - SECRETARIA DE TURISMO,FINALÍSTICO,PRODUTO: DESENVOLVIMENTO DOS DESTINOS TURÍSTICOS PAULISTAS,FINALÍSTICO,PESSOAS QUALIFICADAS (UNIDADE),6316 - DESENVOLVIMENTO DOS DESTINOS PAULISTA,30000.0
5002 - ESTRUTURAÇÃO E PROMOÇÃO TURÍSTICA DO ESTADO DE SÃO PAULO,50000 - SECRETARIA DE TURISMO,FINALÍSTICO,PRODUTO: DESENVOLVIMENTO DOS DESTINOS TURÍSTICOS PAULISTAS,FINALÍSTICO,PROJETOS PROSPECTADOS E APOIADOS (UNIDADE),6316 - DESENVOLVIMENTO DOS DESTINOS PAULISTA,5.0
5002 - ESTRUTURAÇÃO E PROMOÇÃO TURÍSTICA DO ESTADO DE SÃO PAULO,50000 - SECRETARIA DE TURISMO,FINALÍSTICO,PRODUTO: PROMOÇÃO DO TURISMO,FINALÍSTICO,AÇÕES DE PROMOÇÃO E DIVULGAÇÃO DOS DESTINOS TURÍSTICOS PAULISTA (UNIDADE),6059 - PROMOÇÃO DO TURISMO,10.0
5002 - ESTRUTURAÇÃO E PROMOÇÃO TURÍSTICA DO ESTADO DE SÃO PAULO,50000 - SECRETARIA DE TURISMO,FINALÍSTICO,PRODUTO: PROMOÇÃO DO TURISMO,FINALÍSTICO,SEGUIDORES REDES SOCIAIS (UNIDADE),6059 - PROMOÇÃO DO TURISMO,1100000.0
5002 - ESTRUTURAÇÃO E PROMOÇÃO TURÍSTICA DO ESTADO DE SÃO PAULO,50000 - SECRETARIA DE TURISMO,FINALÍSTICO,PRODUTO: APOIO A ESTÂNCIAS E MIT'S,FINALÍSTICO,TAXA DE MUNICÍPIOS DE INTERESSE TURÍSTICO (MIT) CONVENIADOS (%),4102 - APOIO AOS MUNICÍPIOS TURÍSTICOS - ESTÂNCIAS,100.0
5002 - ESTRUTURAÇÃO E PROMOÇÃO TURÍSTICA DO ESTADO DE SÃO PAULO,50000 - SECRETARIA DE TURISMO,FINALÍSTICO,PRODUTO: APOIO A ESTÂNCIAS E MIT'S,FINALÍSTICO,TAXA DE MUNICÍPIOS-ESTÂNCIA CONVENIADOS (%),4102 - APOIO AOS MUNICÍPIOS TURÍSTICOS - ESTÂNCIAS,100.0
"5100 - PLANEJAMENTO, COORDENAÇÃO E GESTÃO EFICIENTE DO GOVERNO",51000 - SECRETARIA DE GOVERNO,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: AÇÕES ESTRATÉGICAS DO GOVERNO ACOMPANHADAS,MELHORIA DE GESTÃO,"PERCENTUAL DE PROJETOS ""EM ANDAMENTO"" E ""ATRASADOS"" ATUALIZADOS PERIODICAMENTE NO SISTEMA DE MONITORAMENTO DOPROGRAMA DE GOVERNO. (%)",8308 - GESTÃO ESTRATÉGICA DE GOVERNO,100.0
"5100 - PLANEJAMENTO, COORDENAÇÃO E GESTÃO EFICIENTE DO GOVERNO",51000 - SECRETARIA DE GOVERNO,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: GESTÃO DO PATRIMÔNIO IMOBILIÁRIO DO GOVERNO DE SÃO PAULO,MELHORIA DE GESTÃO,NÚMERO DE PROCESSOS ANALISADOS (UNIDADE),5533 - ADMINISTRAÇÃO DO PATRIMÔNIO IMOBILIÁRIO,900.0
5101 - DEFESA CIVIL PROTEGE VOCÊ!,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,PRODUTO: COMUNICAÇÃO DE RISCO,FINALÍSTICO,NÚMERO DE INSTRUMENTOS DE COMUNICAÇÃO DE RISCO (UNIDADE),6319 - PERCEBENDO O RISCO.,6.0
5101 - DEFESA CIVIL PROTEGE VOCÊ!,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,PRODUTO: COMUNICAÇÃO DE RISCO,FINALÍSTICO,NÚMERO DE PESSOAS COM ACESSO À INFORMAÇÃO SOBRE RISCO DE DESASTRE (UNIDADE),6319 - PERCEBENDO O RISCO.,2420000.0
5101 - DEFESA CIVIL PROTEGE VOCÊ!,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,"PRODUTO: CAPACITAÇÃO DE AGENTES PÚBLICOS, COMUNIDADES E VOLUNTÁRIOS",FINALÍSTICO,NÚMERO DE INSTRUMENTOS DE CAPACITAÇÃO DISPONIBILIZADOS (UNIDADE),5348 - PREPARAÇÃO PARA O DESASTRE.,23.0
5101 - DEFESA CIVIL PROTEGE VOCÊ!,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,"PRODUTO: CAPACITAÇÃO DE AGENTES PÚBLICOS, COMUNIDADES E VOLUNTÁRIOS",FINALÍSTICO,NÚMERO DE PESSOAS CAPACITADAS (UNIDADE),5348 - PREPARAÇÃO PARA O DESASTRE.,3300.0
5101 - DEFESA CIVIL PROTEGE VOCÊ!,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,PRODUTO: ASSISTÊNCIA ÀS VÍTIMAS DE DESASTRES,FINALÍSTICO,NÚMERO DE ITENS DE AJUDA HUMANITÁRIA (UNIDADE),4418 - ASSISTÊNCIA HUMANITÁRIA.,64016.0
5101 - DEFESA CIVIL PROTEGE VOCÊ!,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,PRODUTO: ASSISTÊNCIA ÀS VÍTIMAS DE DESASTRES,FINALÍSTICO,NÚMERO DE PESSOAS ASSISTIDAS EM RAZÃO DE DESASTRES (UNIDADE),4418 - ASSISTÊNCIA HUMANITÁRIA.,6232.0
5101 - DEFESA CIVIL PROTEGE VOCÊ!,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,PRODUTO: APOIO AOS MUNICÍPIOS NA GESTÃO DE DEFESA CIVIL,FINALÍSTICO,NÚMERO DE INSTRUMENTOS DE APOIO (UNIDADE),1152 - SUPORTE À GESTÃO DE DEFESA CIVIL.,38.0
5101 - DEFESA CIVIL PROTEGE VOCÊ!,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,PRODUTO: APOIO AOS MUNICÍPIOS NA GESTÃO DE DEFESA CIVIL,FINALÍSTICO,NÚMERO DE PESSOAS BENEFICIADAS PELOS INSTRUMENTOS DE APOIO (UNIDADE),1152 - SUPORTE À GESTÃO DE DEFESA CIVIL.,1247793.0
5102 - REDE SOCIAL DE CIDADANIA E SUSTENTABILIDADE,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,PRODUTO: PRAÇA DA CIDADANIA,FINALÍSTICO,NÚMERO DE PESSOAS BENEFICIADAS POR CADA PRAÇA DA CIDADANIA INSTALADA (UNIDADE),2592 - IMPLANTAÇÃO DAS PRAÇAS DA CIDADANIA NO ESTADO DE SÃO PAULO,90000.0
5102 - REDE SOCIAL DE CIDADANIA E SUSTENTABILIDADE,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,PRODUTO: PRAÇA DA CIDADANIA,FINALÍSTICO,NÚMERO TOTAL DE PRAÇAS DA CIDADANIA IMPLANTADAS (UNIDADE),2592 - IMPLANTAÇÃO DAS PRAÇAS DA CIDADANIA NO ESTADO DE SÃO PAULO,3.0
5102 - REDE SOCIAL DE CIDADANIA E SUSTENTABILIDADE,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,PRODUTO: REALIZAÇÃO DE PROJETOS E AÇÕES SOCIAIS E SUSTENTÁVEIS,FINALÍSTICO,NUMERO DE PESSOAS BENEFICIADAS PELA REALIZAÇÃO DE PROJETOS E AÇÕES SOCIAIS E SUSTENTÁVEIS DO FUNDO SOCIAL DE SÃOPAULO - FUSSP (UNIDADE),2313 - REDE DE AÇÃO SOCIAL,60000.0
5102 - REDE SOCIAL DE CIDADANIA E SUSTENTABILIDADE,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,PRODUTO: REALIZAÇÃO DE PROJETOS E AÇÕES SOCIAIS E SUSTENTÁVEIS,FINALÍSTICO,NÚMERO DE PROJETOS SOCIAIS REALIZADOS (UNIDADE),2313 - REDE DE AÇÃO SOCIAL,4.0
5102 - REDE SOCIAL DE CIDADANIA E SUSTENTABILIDADE,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,PRODUTO: DOAÇÕES DE BENS SERVÍVEIS,FINALÍSTICO,NÚMERO DE ENTIDADES ATENDIDAS PELAS DOAÇÕES DE BENS SERVÍVEIS (UNIDADE),4328 - DISTRIBUIÇÃO DE BENS SERVÍVEIS A ENTIDADES GOVERNAMENTAIS E NÃO GOVERNAMENTAIS,2000.0
5102 - REDE SOCIAL DE CIDADANIA E SUSTENTABILIDADE,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,PRODUTO: DOAÇÕES DE BENS SERVÍVEIS,FINALÍSTICO,NÚMERO DE PESSOAS BENEFICIADAS COM AS DOAÇÕES DE BENS SERVÍVEIS (UNIDADE),4328 - DISTRIBUIÇÃO DE BENS SERVÍVEIS A ENTIDADES GOVERNAMENTAIS E NÃO GOVERNAMENTAIS,150000.0
5102 - REDE SOCIAL DE CIDADANIA E SUSTENTABILIDADE,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,"PRODUTO: ""ESCOLAS DE QUALIFICAÇÃO PROFISSIONAL"" DO FUNDO SOCIAL DE SÃO PAULO - FUSSP",FINALÍSTICO,NÚMERO DE VAGAS DE QUALIFICAÇÃO PROFISSIONAL OFERTADAS (UNIDADE),5331 - CAPACITAÇÃO PARA ATIVIDADES GERADORAS DE RENDA,26750.0
5102 - REDE SOCIAL DE CIDADANIA E SUSTENTABILIDADE,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,"PRODUTO: ""ESCOLAS DE QUALIFICAÇÃO PROFISSIONAL"" DO FUNDO SOCIAL DE SÃO PAULO - FUSSP",FINALÍSTICO,PERCENTUAL DE PESSOAS QUE CONCLUEM OS CURSOS DAS ESCOLHAS DE QUALIFICAÇÃO (%),5331 - CAPACITAÇÃO PARA ATIVIDADES GERADORAS DE RENDA,74.0
5102 - REDE SOCIAL DE CIDADANIA E SUSTENTABILIDADE,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,PRODUTO: OBSERVATÓRIO SOCIAL DO FUSSP,MELHORIA DE GESTÃO,NÚMERO DE RELATÓRIOS E PUBLICAÇÕES PRODUZIDAS (UNIDADE),2591 - CRIAÇÃO E IMPLEMENTAÇÃO DO OBSERVATÓRIO SOCIAL DO FUSSP,34.0
5103 - CONTROLE E TRANSPARÊNCIA DA ADMINISTRAÇÃO ESTADUAL,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,PRODUTO: TRANSPARÊNCIA ATIVA,FINALÍSTICO,NÚMERO DE ACESSOS AO PORTAL DA TRANSPARÊNCIA. (UNIDADE),8312 - PORTAL DA TRANSPARÊNCIA E PORTAL DO GOVERNO ABERTO SP,17200000.0
5103 - CONTROLE E TRANSPARÊNCIA DA ADMINISTRAÇÃO ESTADUAL,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,PRODUTO: COORDENAÇÃO DA REDE PAULISTA DE OUVIDORIAS,FINALÍSTICO,NÚMERO DE MANIFESTAÇÕES REGISTRADAS PELA REDE PAULISTA DE OUVIDORIAS (UNIDADE),8311 - DESENVOLVIMENTO DE INSTRUMENTOS DE APERFEIÇOAMENTO DA REDE PAULISTA DE OUVIDORIA,1050000.0
5103 - CONTROLE E TRANSPARÊNCIA DA ADMINISTRAÇÃO ESTADUAL,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,PRODUTO: CORREIÇÃO DOS PROCEDIMENTOS,FINALÍSTICO,NÚMERO DE PROCEDIMENTOS CONCLUÍDOS (UNIDADE),6372 - CORREIÇÃO DE PROCEDIMENTOS,852.0
5104 - ARQUIVO DO ESTADO - PRESERVAÇÃO E GESTÃO DOCUMENTAL,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,PRODUTO: TECNOLOGIAS DA INFORMAÇÃO APLICADAS À GESTÃO DOCUMENTAL,FINALÍSTICO,NÚMERO DE REQUISITOS DESENVOLVIDOS PARA  SISTEMA DE PRODUÇÃO E GESTÃO DE DOCUMENTOS DIGITAIS - PROGRAMA SP SEMPAPEL (UNIDADE),6310 - POLÍTICA DE ARQUIVOS E TECNOLOGIA DA INFORMAÇÃO,50.0
5104 - ARQUIVO DO ESTADO - PRESERVAÇÃO E GESTÃO DOCUMENTAL,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,PRODUTO: TECNOLOGIAS DA INFORMAÇÃO APLICADAS À GESTÃO DOCUMENTAL,FINALÍSTICO,PERCENTUAL DE DOCUMENTOS COMPOSTOS COM FLUXO NORMALIZADO (%),6310 - POLÍTICA DE ARQUIVOS E TECNOLOGIA DA INFORMAÇÃO,50.0
5104 - ARQUIVO DO ESTADO - PRESERVAÇÃO E GESTÃO DOCUMENTAL,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,"PRODUTO: DIFUSÃO DO ACERVO, DA INSTITUIÇÃO E DOS CONHECIMENTOS ACUMULADOS PELO APESP",FINALÍSTICO,PORCENTAGEM DE INTERCÂMBIO TÉCNICO COM PREFEITURAS E CÂMARAS MUNICIPAIS (%),8297 - FORTALECIMENTO INSTITUCIONAL DO APESP,77.5
5104 - ARQUIVO DO ESTADO - PRESERVAÇÃO E GESTÃO DOCUMENTAL,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,"PRODUTO: DIFUSÃO DO ACERVO, DA INSTITUIÇÃO E DOS CONHECIMENTOS ACUMULADOS PELO APESP",FINALÍSTICO,PÚBLICO ATINGIDO PELO ARQUIVO PÚBLICO DO ESTADO - APESP (UNIDADE),8297 - FORTALECIMENTO INSTITUCIONAL DO APESP,310000.0
5104 - ARQUIVO DO ESTADO - PRESERVAÇÃO E GESTÃO DOCUMENTAL,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,"PRODUTO: COORDENAÇÃO DA POLÍTICA DE GESTÃO DOCUMENTAL, PRESERVAÇÃO E ACESSO À INFORMAÇÃO",FINALÍSTICO,NÚMERO DE ATENDIMENTOS AOS ÓRGÃOS DO SISTEMA DE ARQUIVOS DO ESTADO DE SÃO PAULO E ÀS ADMINISTRAÇÕES MUNICIPAIS(UNIDADE),5724 - GESTÃO DOCUMENTAL E ACESSO À INFORMAÇÃO PÚBLICA,4300.0
5104 - ARQUIVO DO ESTADO - PRESERVAÇÃO E GESTÃO DOCUMENTAL,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,"PRODUTO: COORDENAÇÃO DA POLÍTICA DE GESTÃO DOCUMENTAL, PRESERVAÇÃO E ACESSO À INFORMAÇÃO",FINALÍSTICO,PERCENTUAL DE ÓRGÃOS E ENTIDADES COM PLANO DE CLASSIFICAÇÃO E TABELA DE TEMPORALIDADE DE DOCUMENTOS DASATIVIDADES-FIM (%),5724 - GESTÃO DOCUMENTAL E ACESSO À INFORMAÇÃO PÚBLICA,75.0
5104 - ARQUIVO DO ESTADO - PRESERVAÇÃO E GESTÃO DOCUMENTAL,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,"PRODUTO: ACERVO CUSTODIADO, TRATADO, PRESERVADO E DISPONIBILIZADO",FINALÍSTICO,NÚMERO DE OPERAÇÕES TÉCNICAS REALIZADAS NOS DOCUMENTOS DO ACERVO CUSTODIADO (UNIDADE),"5725 - TRATAMENTO, PRESERVAÇÃO E DISPONIBILIZAÇÃO DO ACERVO CUSTODIADO",6104197.0
5104 - ARQUIVO DO ESTADO - PRESERVAÇÃO E GESTÃO DOCUMENTAL,51000 - SECRETARIA DE GOVERNO,FINALÍSTICO,"PRODUTO: ACERVO CUSTODIADO, TRATADO, PRESERVADO E DISPONIBILIZADO",FINALÍSTICO,PORCENTAGEM DO ACERVO PERMANENTE DESCRITO (%),"5725 - TRATAMENTO, PRESERVAÇÃO E DISPONIBILIZAÇÃO DO ACERVO CUSTODIADO",92.39
